Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
CLA400,0.00,289.58,HB,"1/2"" 3-BOLT CLAMP",,,,,3-BOLT CLAMPS,P,1159.20,1391.04,1008.00,907.20,907.00,0.00,1159.20,C,CLA400,CL400
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,BURNDY GAR1826
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,CL343
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,ILSCO GUB-16
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,NSI UC-132
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,PENN UNION GPL-33
CLG343,26.07,36.46,HB,"2 TO 2-3/8"" U-BOLT GROUND CONN",4 SOL TO 2/0 STR CU,,,BURNDY GAR1826,GROUND CLAMPS,P,111.08,133.29,96.59,77.27,77.27,0.00,111.08,EA,CLG343,RAA0600
CLG344,32.76,36.29,HB,"2 1/2- 2 7/8"" GAR1926 GRD CNCT",#4-2/0 AWG,,,,GROUND CLAMPS,P,134.67,161.60,117.10,93.68,93.68,0.00,134.67,EA,CLG344,CL344
CLG350,0.00,154.20,HB,"1"" GROUND CLAMP",,,,THM J1 1/2 TP,GROUND CLAMPS,P,796.67,956.00,497.92,398.34,398.00,891.00,874.50,C,CLG350,CL350
CLG350,0.00,154.20,HB,"1"" GROUND CLAMP",,,,THM J1 1/2 TP,GROUND CLAMPS,P,796.67,956.00,497.92,398.34,398.00,891.00,874.50,C,CLG350,RAA0020
CLG352,0.00,357.21,HB,"2"" GROUND CLAMP",,,,THM J2-BB,GROUND CLAMPS,P,2136.80,2564.16,1335.50,1068.40,1068.00,1539.00,2136.80,C,CLG352,CL352
CLG352,0.00,357.21,HB,"2"" GROUND CLAMP",,,,THM J2-BB,GROUND CLAMPS,P,2136.80,2564.16,1335.50,1068.40,1068.00,1539.00,2136.80,C,CLG352,RAA0021
CLG354,0.00,1045.00,HB,"4"" GROUND CLAMP",,,,THM J2124 2-1/2 TO 4,GROUND CLAMPS,P,7030.00,11410.00,7030.00,5624.00,5721.00,7668.00,11218.51,C,CLG354,CL354
CLG354,0.00,1045.00,HB,"4"" GROUND CLAMP",,,,THM J2124 2-1/2 TO 4,GROUND CLAMPS,P,7030.00,11410.00,7030.00,5624.00,5721.00,7668.00,11218.51,C,CLG354,RAA0022
CLG360,0.00,108.92,HB,"5/8"" GROUND ROD CLAMP",,,,BUR GRC58,GROUND ROD CLAMP,P,547.40,656.88,476.00,380.80,380.00,361.80,547.40,C,CLG360,CL360
CLG360,0.00,108.92,HB,"5/8"" GROUND ROD CLAMP",,,,BUR GRC58,GROUND ROD CLAMP,P,547.40,656.88,476.00,380.80,380.00,361.80,547.40,C,CLG360,RAA5800
CLD320,0.00,1179.84,HB,#4-4/0 SPRING LOADED,DEADEND CLAMP,,,,DEADEND CLAMPS,P,2153.00,2583.60,2153.00,1937.70,1938.00,0.00,2153.00,C,CLD320,CL320
CLD324,0.00,906.37,HB,(403) DEADEND CLAMP,,,,,DEADEND CLAMPS,P,3836.40,4603.68,3336.00,3002.40,3002.00,0.00,3836.40,C,CLD324,CL324
CLD326,0.00,290.05,HB,UW25R DEADEND CLAMP (#6-#1/0),,,,,DEADEND CLAMPS,P,3615.60,4338.72,3144.00,,3144.00,0.00,3615.60,C,CLD326,CL326
CLG340,0.00,30.07,HB,"2-2 3/8"" GAR184C #8-4GRD CLAMP",,,,,GROUND CLAMPS,P,99.02,118.82,86.10,68.88,68.88,0.00,99.02,EA,CLG340,CL340
CLC274,0.00,293.48,HB,"1/2"" E.T. CONDUIT CLAMP",,,,STC EC-1/2,CONDUIT CLAMPS,P,966.87,1160.24,773.50,618.80,619.00,680.40,1024.88,C,CLC274,BAA0114
CLC274,0.00,293.48,HB,"1/2"" E.T. CONDUIT CLAMP",,,,STC EC-1/2,CONDUIT CLAMPS,P,966.87,1160.24,773.50,618.80,619.00,680.40,1024.88,C,CLC274,CL276
CLC276,0.00,311.53,HB,"3/4"" E.T. CONDUIT CLAMP",,,,STC EC-3/4,CONDUIT CLAMPS,P,1013.97,1216.76,811.18,648.94,649.00,907.20,1074.81,C,CLC276,BAA0214
CLC276,0.00,311.53,HB,"3/4"" E.T. CONDUIT CLAMP",,,,STC EC-3/4,CONDUIT CLAMPS,P,1013.97,1216.76,811.18,648.94,649.00,907.20,1074.81,C,CLC276,CL278
CLC278,0.00,331.04,HB,"1"" E.T. CONDUIT CLAMP",,,,THM EC-1,CONDUIT CLAMPS,P,1190.90,1429.08,952.72,762.18,762.00,643.56,1190.90,C,CLC278,BAA0314
CLC278,0.00,331.04,HB,"1"" E.T. CONDUIT CLAMP",,,,THM EC-1,CONDUIT CLAMPS,P,1190.90,1429.08,952.72,762.18,762.00,643.56,1190.90,C,CLC278,CL280
CLC280,0.00,74.93,HB,"1 1/4"" E.T. CONDUIT CLAMP",,,,THM EC-1-1/4,CONDUIT CLAMPS,P,1343.15,1611.78,1074.52,859.62,860.00,0.00,1343.15,C,CLC280,BAA0414
CLC280,0.00,74.93,HB,"1 1/4"" E.T. CONDUIT CLAMP",,,,THM EC-1-1/4,CONDUIT CLAMPS,P,1343.15,1611.78,1074.52,859.62,860.00,0.00,1343.15,C,CLC280,CL282
CLC282,0.00,0.00,HB,"1 1/2"" E.T. CONDUIT CLAMP",,,,THM EC-1-1/2,CONDUIT CLAMPS,P,1639.07,1966.88,1311.26,1049.01,1049.00,0.00,1639.07,C,CLC282,BAA0514
CLC282,0.00,0.00,HB,"1 1/2"" E.T. CONDUIT CLAMP",,,,THM EC-1-1/2,CONDUIT CLAMPS,P,1639.07,1966.88,1311.26,1049.01,1049.00,0.00,1639.07,C,CLC282,CL284
CLC284,0.00,0.00,HB,"2"" E.T. CONDUIT CLAMP",,,,THM EC-2,CONDUIT CLAMPS,P,1957.65,2349.18,1566.12,1252.90,1253.00,0.00,1957.65,C,CLC284,BAA0614
CLC284,0.00,0.00,HB,"2"" E.T. CONDUIT CLAMP",,,,THM EC-2,CONDUIT CLAMPS,P,1957.65,2349.18,1566.12,1252.90,1253.00,0.00,1957.65,C,CLC284,CL286
CLC262,0.00,207.18,HB,"1/2"" PAR. CONDUIT CLAMP",,,,THM PC-1/2 (50/box),CONDUIT CLAMPS,P,691.73,830.08,553.39,442.71,443.00,464.40,733.23,C,CLC262,BAA0112
CLC262,0.00,207.18,HB,"1/2"" PAR. CONDUIT CLAMP",,,,THM PC-1/2 (50/box),CONDUIT CLAMPS,P,691.73,830.08,553.39,442.71,443.00,464.40,733.23,C,CLC262,CL262
CLC264,0.00,233.66,HB,"3/4"" PAR. CONDUIT CLAMP",,,,THM PC 3/4,CONDUIT CLAMPS,P,758.57,910.28,606.86,485.49,485.00,804.08,804.08,C,CLC264,BAA0212
CLC264,0.00,233.66,HB,"3/4"" PAR. CONDUIT CLAMP",,,,THM PC 3/4,CONDUIT CLAMPS,P,758.57,910.28,606.86,485.49,485.00,804.08,804.08,C,CLC264,CL266
CLC266,0.00,263.67,HB,"1"" PAR. CONDUIT CLAMP",,,,THM PC-1IN,CONDUIT CLAMPS,P,777.36,932.83,647.80,,629.00,833.98,833.97,C,CLC266,BAA0312
CLC266,0.00,263.67,HB,"1"" PAR. CONDUIT CLAMP",,,,THM PC-1IN,CONDUIT CLAMPS,P,777.36,932.83,647.80,,629.00,833.98,833.97,C,CLC266,CL268
CLC268,0.00,324.47,HB,"1 1/4"" PAR. CONDUIT CLAMP",,,,THM PC-1-1/4,CONDUIT CLAMPS,P,1081.51,1297.81,865.21,692.17,692.00,0.00,1081.51,C,CLC268,BAA0412
CLC268,0.00,324.47,HB,"1 1/4"" PAR. CONDUIT CLAMP",,,,THM PC-1-1/4,CONDUIT CLAMPS,P,1081.51,1297.81,865.21,692.17,692.00,0.00,1081.51,C,CLC268,CL270
CLC270,0.00,297.33,HB,"1 1/2"" PAR. CONDUIT CLAMP",,,,THM PC-1-1/2,CONDUIT CLAMPS,P,1228.25,1473.90,982.60,786.08,786.00,1061.64,1228.25,C,CLC270,BAA0512
CLC270,0.00,297.33,HB,"1 1/2"" PAR. CONDUIT CLAMP",,,,THM PC-1-1/2,CONDUIT CLAMPS,P,1228.25,1473.90,982.60,786.08,786.00,1061.64,1228.25,C,CLC270,CL272
CLC272,0.00,207.88,HB,"2"" PAR. CONDUIT CLAMP",,,,,CONDUIT CLAMPS,P,1594.07,1912.88,1275.26,1020.21,1020.00,0.00,1594.07,C,CLC272,CL274
CLC250,0.00,168.09,HB,"1/2"" R.A. CONDUIT CLAMP",,,,STC RC-1/2 (50/box),CONDUIT CLAMPS,P,455.91,547.09,364.73,291.78,292.00,468.50,483.26,C,CLC250,BAA0113
CLC250,0.00,168.09,HB,"1/2"" R.A. CONDUIT CLAMP",,,,STC RC-1/2 (50/box),CONDUIT CLAMPS,P,455.91,547.09,364.73,291.78,292.00,468.50,483.26,C,CLC250,CL250
CLC252,0.00,154.80,HB,"3/4"" R.A. CONDUIT CLAMP",,,,STC RC-3/4/APP PC75RA,CONDUIT CLAMPS,P,471.62,565.94,377.30,301.84,302.00,486.00,499.92,C,CLC252,APPLETON PC75RA
CLC252,0.00,154.80,HB,"3/4"" R.A. CONDUIT CLAMP",,,,STC RC-3/4/APP PC75RA,CONDUIT CLAMPS,P,471.62,565.94,377.30,301.84,302.00,486.00,499.92,C,CLC252,BAA0213
CLC252,0.00,154.80,HB,"3/4"" R.A. CONDUIT CLAMP",,,,STC RC-3/4/APP PC75RA,CONDUIT CLAMPS,P,471.62,565.94,377.30,301.84,302.00,486.00,499.92,C,CLC252,CCHC RAC75HD
CLC252,0.00,154.80,HB,"3/4"" R.A. CONDUIT CLAMP",,,,STC RC-3/4/APP PC75RA,CONDUIT CLAMPS,P,471.62,565.94,377.30,301.84,302.00,486.00,499.92,C,CLC252,CL252
CLC252,0.00,154.80,HB,"3/4"" R.A. CONDUIT CLAMP",,,,STC RC-3/4/APP PC75RA,CONDUIT CLAMPS,P,471.62,565.94,377.30,301.84,302.00,486.00,499.92,C,CLC252,STL CTY RC-3/4
CLC254,0.00,153.33,HB,"1"" R. A. CONDUIT CLAMP",,,,THM RC-1,CONDUIT CLAMPS,P,522.72,627.26,418.18,334.54,335.00,0.00,522.72,C,CLC254,BAA0313
CLC254,0.00,153.33,HB,"1"" R. A. CONDUIT CLAMP",,,,THM RC-1,CONDUIT CLAMPS,P,522.72,627.26,418.18,334.54,335.00,0.00,522.72,C,CLC254,CL254
CLC256,0.00,227.44,HB,"1 1/4"" R.A. CONDUIT CLAMP",,,,STC RC-1-1/4,CONDUIT CLAMPS,P,624.63,749.56,499.71,399.77,400.00,0.00,624.63,C,CLC256,BAA0413
CLC256,0.00,227.44,HB,"1 1/4"" R.A. CONDUIT CLAMP",,,,STC RC-1-1/4,CONDUIT CLAMPS,P,624.63,749.56,499.71,399.77,400.00,0.00,624.63,C,CLC256,CL256
CLC258,0.00,266.27,HB,"1 1/2"" R.A. CONDUIT CLAMP",,,,THM RC-1-1/2,CONDUIT CLAMPS,P,704.21,845.05,563.37,450.70,451.00,0.00,704.21,C,CLC258,BAA0513
CLC258,0.00,266.27,HB,"1 1/2"" R.A. CONDUIT CLAMP",,,,THM RC-1-1/2,CONDUIT CLAMPS,P,704.21,845.05,563.37,450.70,451.00,0.00,704.21,C,CLC258,CL258
CLC260,0.00,320.64,HB,"2"" R.A. CONDUIT CLAMP",,,,THM RC-2SC,CONDUIT CLAMPS,P,1018.62,1222.34,814.90,651.92,652.00,0.00,1018.62,C,CLC260,BAA0613
CLC260,0.00,320.64,HB,"2"" R.A. CONDUIT CLAMP",,,,THM RC-2SC,CONDUIT CLAMPS,P,1018.62,1222.34,814.90,651.92,652.00,0.00,1018.62,C,CLC260,CL260
CAP410,0.00,7.75,HB,"2"" ENTRANCE CAP WEATHERHEAD",,,,THM SH106 (5/box),"CAPS, ENTRANCE",P,44.16,52.99,27.60,19.32,19.32,21.09,21.61,EA,CAP410,BAA0607
CAP410,0.00,7.75,HB,"2"" ENTRANCE CAP WEATHERHEAD",,,,THM SH106 (5/box),"CAPS, ENTRANCE",P,44.16,52.99,27.60,19.32,19.32,21.09,21.61,EA,CAP410,CA410
CAP412,0.00,27.52,HB,"2 1/2"" ENTRANCE CAP",WEATHERHEAD,,,STC SH107,"CAPS, ENTRANCE",P,172.51,207.01,107.82,80.87,80.87,75.82,72.10,EA,CAP412,BAA0707
CAP412,0.00,27.52,HB,"2 1/2"" ENTRANCE CAP",WEATHERHEAD,,,STC SH107,"CAPS, ENTRANCE",P,172.51,207.01,107.82,80.87,80.87,75.82,72.10,EA,CAP412,CA412
CAP414,0.00,35.02,HB,"3"" ENTRANCE CAP WEATHERHEAD",3IN CLAMP-ON CAP,,,THM SH108,"CAPS, ENTRANCE",P,237.55,285.06,148.47,111.35,111.35,95.54,95.54,EA,CAP414,BAA0807
CAP414,0.00,35.02,HB,"3"" ENTRANCE CAP WEATHERHEAD",3IN CLAMP-ON CAP,,,THM SH108,"CAPS, ENTRANCE",P,237.55,285.06,148.47,111.35,111.35,95.54,95.54,EA,CAP414,CA414
CAP416,0.00,4.20,HB,"4"" ENTRANCE CAP WEATHERHEAD",,,,STC SH110,"CAPS, ENTRANCE",P,347.45,416.94,217.16,162.87,162.87,128.25,139.00,EA,CAP416,BAA1007
CAP416,0.00,4.20,HB,"4"" ENTRANCE CAP WEATHERHEAD",,,,STC SH110,"CAPS, ENTRANCE",P,347.45,416.94,217.16,162.87,162.87,128.25,139.00,EA,CAP416,CA416
CEM400,0.00,462.00,HB,1 CAN PVC CEMENT GLUE,RAIN-R-SHINE CEMENT,,,CAR VC9983 (pint),CEMENT,P,1905.93,2287.12,1657.33,1491.60,1492.00,761.40,2020.29,C,CEM400,BAD0000
CEM400,0.00,462.00,HB,1 CAN PVC CEMENT GLUE,RAIN-R-SHINE CEMENT,,,CAR VC9983 (pint),CEMENT,P,1905.93,2287.12,1657.33,1491.60,1492.00,761.40,2020.29,C,CEM400,CE400
CEM400,0.00,462.00,HB,1 CAN PVC CEMENT GLUE,RAIN-R-SHINE CEMENT,,,CAR VC9983 (pint),CEMENT,P,1905.93,2287.12,1657.33,1491.60,1492.00,761.40,2020.29,C,CEM400,XMCE001
CLA200,0.00,1.21,HB,"5/16"" CABLE CLAMP",,,,,CABLE CLAMP,P,1.64,1.97,1.64,1.48,1.48,0.00,1.64,EA,CLA200,CL200
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,CA382
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,ERIC 1510PG
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,GAK1111
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,L5-15
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,LEV1447
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,WOOD 1447
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XAP005
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XEP027
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XEP032
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XLK1097
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XLK502
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XLK596
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XLK626
PLU400,0.00,8.78,hb,15A 125V 2P3W MALE CORD PLUG,STR BLADE,,,WOD 1447,EXTENSION CORD PLUGS,P,16.67,20.00,14.69,13.22,13.22,34.18,34.18,EA,PLU400,XLK738
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,CA384
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,ERIC 1610CG
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,GAC1001
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,GAK1101
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,L5-15
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,LEV 1547
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,WOOD 1547
PLU402,0.00,11.52,HB,15A 125V 2P 3W FEMALE CORD CON,,,,WOD 1547 INS,EXTENSION CORD PLUGS,P,29.48,35.38,25.99,23.39,23.39,10.98,17.22,EA,PLU402,XAP071
CAP400,0.00,2.03,HB,"1/2"" ENTRANCE CAP WEATHERHEAD",,,,THM SH101,"CAPS, ENTRANCE",P,12.55,15.06,10.03,7.02,7.02,0.00,12.67,EA,CAP400,BAA0107
CAP400,0.00,2.03,HB,"1/2"" ENTRANCE CAP WEATHERHEAD",,,,THM SH101,"CAPS, ENTRANCE",P,12.55,15.06,10.03,7.02,7.02,0.00,12.67,EA,CAP400,CA400
CAP402,0.00,2.67,HB,"3/4"" ENTRANCE CAP WEATHERHEAD",,,,STC SH102,"CAPS, ENTRANCE",P,11.70,14.04,9.36,6.55,6.55,0.00,11.81,EA,CAP402,BAA0207
CAP402,0.00,2.67,HB,"3/4"" ENTRANCE CAP WEATHERHEAD",,,,STC SH102,"CAPS, ENTRANCE",P,11.70,14.04,9.36,6.55,6.55,0.00,11.81,EA,CAP402,CA402
CAP404,0.00,3.02,HB,"1"" ENTRANCE CAP WEATHERHEAD",,,,STC SH103,"CAPS, ENTRANCE",P,18.41,22.09,11.50,8.05,8.05,0.00,18.58,EA,CAP404,BAA0307
CAP404,0.00,3.02,HB,"1"" ENTRANCE CAP WEATHERHEAD",,,,STC SH103,"CAPS, ENTRANCE",P,18.41,22.09,11.50,8.05,8.05,0.00,18.58,EA,CAP404,CA404
CAP406,0.00,3.44,HB,"1 1/4"" ENTRANCE CAP",WEATHERHEAD,,,THM SH104,"CAPS, ENTRANCE",P,20.21,24.25,12.63,8.84,8.84,0.00,20.39,EA,CAP406,BAA0407
CAP406,0.00,3.44,HB,"1 1/4"" ENTRANCE CAP",WEATHERHEAD,,,THM SH104,"CAPS, ENTRANCE",P,20.21,24.25,12.63,8.84,8.84,0.00,20.39,EA,CAP406,CA406
CAP408,0.00,5.38,HB,"1 1/2"" ENTRANCE CAP",WEATHERHEAD,,,STC SH105,"CAPS, ENTRANCE",P,35.55,42.66,22.22,15.55,15.55,13.82,26.00,EA,CAP408,BAA0507
CAP408,0.00,5.38,HB,"1 1/2"" ENTRANCE CAP",WEATHERHEAD,,,STC SH105,"CAPS, ENTRANCE",P,35.55,42.66,22.22,15.55,15.55,13.82,26.00,EA,CAP408,CA408
CAP312,0.00,130.55,HB,10 KVAR SECONDARY 480V,CAPACITOR PWR FACTOR CORRECTI,,,,"CAPACITORS, SECONDARY 480 VOLT",P,212.00,254.40,212.00,190.80,190.80,0.00,224.72,EA,CAP312,CA312
CAP272,0.00,139.97,HB,3-UNIT CAPACITOR RACK CR-3,,,,,CAPACITOR RACK,P,323.76,388.51,323.76,275.20,275.20,0.00,323.76,EA,CAP272,CA272
CAP274,0.00,199.67,HB,6-UNIT CAPACITOR RACK CR-6,,,,,CAPACITOR RACK,P,463.06,555.67,463.06,393.60,393.60,0.00,463.06,EA,CAP274,CA274
CAD200,0.00,8.88,HB,GT1-161L CADWELD SHOT,,,,ERC 115 (10/box),CADWELD,P,10.52,12.62,10.52,,10.58,0.00,10.52,EA,CAD200,CA200
CAD200,0.00,8.88,HB,GT1-161L CADWELD SHOT,,,,ERC 115 (10/box),CADWELD,P,10.52,12.62,10.52,,10.58,0.00,10.52,EA,CAD200,RAH0115
CAP250,0.00,3495.00,HB,"300KVAR, 12470V SWITCHED","CAPACITOR BANK POLE-MOUNTED,",,,,CAPACITOR BANKS (PREWIRED),P,8639.40,10367.28,8228.00,,8228.00,0.00,8639.40,EA,CAP250,CA250
CAP255,0.00,4350.00,HB,"600KVAR, 12470V SWITCHED","CAPACITOR BANK POLE-MOUNTED,",,,,CAPACITOR BANKS (PREWIRED),P,9119.57,10943.48,8685.30,,8685.30,0.00,9119.57,EA,CAP255,CA255
CAP264,0.00,302.25,HB,"100KVAR, 12470V 2-BUSHING",CAPACITOR,,,,2-BUSHING CAPACITOR,P,660.00,792.00,600.00,,600.00,0.00,660.00,EA,CAP264,CA264
CAP266,0.00,554.67,HB,"200KVAR, 12470V 2-BUSHING",CAPACITOR,,,,2-BUSHING CAPACITOR,P,808.50,970.20,735.00,,735.00,0.00,808.50,EA,CAP266,CA266
BUG450,0.00,230.14,HB,"1/2"" INSULATED GROUNDING",BUSHING,,,THM BG801/REG 8221,"BUSHINGS, INSULATED GROUNDING",P,810.40,972.48,704.70,634.23,634.00,858.81,858.81,C,BUG450,BAA0104
BUG450,0.00,230.14,HB,"1/2"" INSULATED GROUNDING",BUSHING,,,THM BG801/REG 8221,"BUSHINGS, INSULATED GROUNDING",P,810.40,972.48,704.70,634.23,634.00,858.81,858.81,C,BUG450,BU450
BUG452,0.00,242.61,HB,"3/4"" INSULATED GROUNDING",BUSHING,,,THM BG802/REG 8222,"BUSHINGS, INSULATED GROUNDING",P,1026.30,1231.56,892.44,803.20,803.00,1059.48,1087.59,C,BUG452,BAA0204
BUG452,0.00,242.61,HB,"3/4"" INSULATED GROUNDING",BUSHING,,,THM BG802/REG 8222,"BUSHINGS, INSULATED GROUNDING",P,1026.30,1231.56,892.44,803.20,803.00,1059.48,1087.59,C,BUG452,BU452
BUG454,0.00,319.78,HB,"1"" INSULATED GROUNDING BUSHING",,,,THM BG803/REG 8223,"BUSHINGS, INSULATED GROUNDING",P,1160.11,1392.13,1008.79,907.91,908.00,1176.12,1176.12,C,BUG454,BAA0304
BUG454,0.00,319.78,HB,"1"" INSULATED GROUNDING BUSHING",,,,THM BG803/REG 8223,"BUSHINGS, INSULATED GROUNDING",P,1160.11,1392.13,1008.79,907.91,908.00,1176.12,1176.12,C,BUG454,BU454
BUG456,0.00,419.88,HB,"1 1/4"" INSULATED GROUNDING",BUSHING,,,THM BG804/REG 8224,"BUSHINGS, INSULATED GROUNDING",P,1453.71,1744.45,1264.10,1137.69,1138.00,1802.09,1802.09,C,BUG456,BAA0404
BUG456,0.00,419.88,HB,"1 1/4"" INSULATED GROUNDING",BUSHING,,,THM BG804/REG 8224,"BUSHINGS, INSULATED GROUNDING",P,1453.71,1744.45,1264.10,1137.69,1138.00,1802.09,1802.09,C,BUG456,BU456
BUG458,0.00,340.80,HB,"1 1/2"" INSULATED GROUNDING",BUSHING,,,THM BG805/REG 8225,"BUSHINGS, INSULATED GROUNDING",P,1577.75,1893.30,1371.96,1234.76,1235.00,1889.57,1889.57,C,BUG458,BAA0504
BUG458,0.00,340.80,HB,"1 1/2"" INSULATED GROUNDING",BUSHING,,,THM BG805/REG 8225,"BUSHINGS, INSULATED GROUNDING",P,1577.75,1893.30,1371.96,1234.76,1235.00,1889.57,1889.57,C,BUG458,BU458
BUG460,0.00,608.00,HB,"2"" INSULATED GROUNDING BUSHIN",,,,THM BG806,"BUSHINGS, INSULATED GROUNDING",P,2025.74,2430.88,1761.51,1585.36,1585.00,2528.28,2528.28,C,BUG460,BAA0604
BUG460,0.00,608.00,HB,"2"" INSULATED GROUNDING BUSHIN",,,,THM BG806,"BUSHINGS, INSULATED GROUNDING",P,2025.74,2430.88,1761.51,1585.36,1585.00,2528.28,2528.28,C,BUG460,BU460
BUG460,0.00,608.00,HB,"2"" INSULATED GROUNDING BUSHIN",,,,THM BG806,"BUSHINGS, INSULATED GROUNDING",P,2025.74,2430.88,1761.51,1585.36,1585.00,2528.28,2528.28,C,BUG460,XAB237
